name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Gucci Got Me Straight,0.871,0.626,11,-8.097,0,0.141,0.0612,0.0,0.3,0.689,135.052,203807
Go Duffy (feat. TC & Emani),0.679,0.625,11,-7.473,1,0.0908,0.000231,0.0,0.188,0.311,139.97,250567
Hands (feat. Gorilla Zoe),0.817,0.865,1,-5.764,0,0.301,0.0204,0.0,0.111,0.625,146.024,244480
Hood Rich,0.669,0.436,9,-10.044,1,0.275,0.0868,0.0,0.118,0.438,139.95,275605
All I Got (feat. David Blayne),0.608,0.875,1,-3.431,1,0.037,0.0107,0.0,0.0943,0.507,149.931,270106
Off Da Chain (feat. David Blayne & Suga Shane),0.763,0.659,1,-4.8,1,0.0646,0.12,0.0,0.095,0.444,76.007,279040
Throwin Fingers (feat. Rich Kid Shawty & Papoose),0.887,0.566,11,-8.376,0,0.244,0.0181,0.0,0.321,0.653,125.072,308062
Fuck Da Police (feat. Cartel MGM),0.671,0.708,11,-8.708,1,0.168,0.000187,0.0,0.15,0.424,140.045,273789
Just A Sample (feat. Adrian Marcel),0.759,0.632,11,-4.612,0,0.204,0.125,0.0,0.122,0.7,139.901,150909
Whole Wide World (feat. Avery Storm),0.567,0.815,7,-4.676,1,0.108,0.0858,0.0,0.111,0.512,92.039,212088
Activist (feat. Ben G),0.578,0.737,11,-7.14,1,0.0788,0.000247,0.0,0.68,0.482,130.015,247920
Where It At,0.751,0.829,5,-3.669,1,0.217,0.0118,0.0,0.125,0.8,137.9,203990
Touchdown (feat. Kurt CT),0.693,0.682,1,-5.898,1,0.0938,0.139,0.0,0.11,0.193,125.015,221022
Red Ferrari (feat. Sosay & Chaz Gotti),0.644,0.582,4,-7.637,0,0.0437,0.0867,0.0,0.23,0.202,130.08,228989
Ain't Shit Changed,0.609,0.868,1,-3.816,1,0.301,0.0374,0.0,0.125,0.502,148.329,141949
Come Around (feat. Young Thug),0.588,0.651,10,-7.997,0,0.126,0.0092,0.0,0.0788,0.386,147.016,236800
Interlude,0.738,0.511,0,-5.802,0,0.23,0.144,0.0,0.0723,0.367,140.214,99500
Smile,0.579,0.798,11,-4.914,0,0.184,0.107,0.0,0.0781,0.427,165.835,131109
Short Fuse (feat. Eldorado Red & Young Scooter),0.74,0.955,7,-2.748,1,0.143,0.0255,3.8e-05,0.325,0.888,148.036,232411
Judge For You,0.471,0.864,8,-5.905,1,0.46,0.0622,0.0,0.168,0.677,101.346,216059
50k [Remix] (feat. T.I.),0.843,0.634,2,-5.32,1,0.107,0.00196,0.0,0.0971,0.293,144.035,214491
Off With His Head (feat. Bloody Jay & Wooh Da Kid),0.628,0.649,11,-5.325,1,0.0896,0.0575,0.0,0.0905,0.438,135.96,254171
Seen A Lot (feat. Wooh Da Kid & Fetti Gang),0.801,0.651,10,-4.608,0,0.18,0.00649,0.0,0.0871,0.502,132.745,200673
Color Blind,0.615,0.748,11,-6.442,1,0.0693,0.003,0.0,0.112,0.772,90.627,192940
That Make Me (feat. Chaz Gotti),0.647,0.742,1,-2.446,1,0.0277,0.0139,0.0,0.0897,0.0397,134.909,217992
Stereo Type,0.723,0.554,7,-7.802,1,0.422,0.116,0.0,0.159,0.347,123.136,108042
I'm From Grove St (feat. Wooh Da Kid),0.632,0.618,11,-6.213,0,0.0364,0.0429,0.0,0.123,0.0917,139.961,254616
Mud Musik (feat. Gucci Mane & 2 Chainz),0.854,0.69,5,-7.039,1,0.343,0.0702,0.0,0.262,0.696,121.144,256183
Wet Wet (feat. Blair Maxberry),0.857,0.689,0,-6.623,0,0.22,0.0666,0.0,0.0295,0.881,139.025,273398
Drunk 2 Much (feat. Blair Maxberry),0.715,0.671,9,-6.294,1,0.148,0.0976,0.0,0.163,0.514,140.129,235024
Bicken Back Bein Bool (feat. Slim Dunkin & Wooh Da Kid),0.748,0.649,8,-6.541,1,0.148,0.148,0.0,0.0569,0.479,132.014,254067
"Clayco (feat. Gucci Mane, Kebo Gotti, Cartel MGM & Lil Capp)",0.68,0.706,1,-7.688,1,0.187,0.195,0.0,0.448,0.741,140.01,286354
Baby Let Me See You Do It (feat. Wooh Da Kid & Slim Dunkin),0.799,0.496,9,-8.102,1,0.294,0.0396,0.0,0.176,0.278,142.005,286198
Nigga Knowledge (feat. Lil Capp & YG Hootie),0.482,0.636,6,-7.22,1,0.365,0.0153,0.0,0.232,0.465,153.332,275148
"2 Deep (feat. Gucci Mane, Wooh Da Kid, Ice Burgandy, Slim Dunkin & Frenchie)",0.824,0.673,9,-3.96,1,0.0662,0.0426,0.0,0.101,0.225,136.058,388362
I Don't See you (feat. Gucci Mane & Ice Burgandy),0.776,0.431,1,-6.907,1,0.142,0.185,0.0,0.169,0.0539,125.983,245316
Pass Around (feat. Kebo Gotti & Slim Dunkin),0.761,0.493,10,-7.338,0,0.482,0.0377,0.0,0.126,0.374,142.072,244532
Pot Of Gold (feat. YG Hootie & Kebo Gotti),0.793,0.83,6,-6.787,1,0.252,0.00369,0.0,0.711,0.57,130.048,285753
She Be Putting On (feat. Gucci Mane),0.835,0.611,9,-5.746,1,0.256,0.0225,0.0,0.0767,0.815,140.016,180584
One Squad (feat. Blair Maxberry & Cartier Kitten),0.786,0.473,8,-5.305,1,0.075,0.0735,0.0,0.107,0.0674,140.013,248633
Tag Team (feat. Gucci Mane),0.45,0.821,1,-6.86,1,0.418,0.0238,0.0,0.455,0.496,178.147,135732
Stay Hood (feat. Lil Wayne),0.684,0.747,11,-5.645,0,0.109,0.00244,0.0,0.34,0.483,124.047,212903
Can't Do Golds,0.631,0.724,8,-7.332,0,0.205,0.00667,0.0,0.138,0.587,147.964,189274
Fell (feat. Gucci Mane & Young Thug),0.773,0.742,4,-4.898,0,0.0594,0.00668,0.0,0.224,0.411,140.026,260081
Murda She Wrote (feat. Cartel MGM & Young Scooter),0.663,0.744,11,-6.583,1,0.278,0.0136,0.0,0.343,0.39,93.503,241714
Hood Rich,0.669,0.436,9,-10.044,1,0.275,0.0868,0.0,0.118,0.438,139.95,275605
College Girl (feat. Quez of Travis Porter),0.668,0.689,1,-7.148,1,0.0432,0.00223,0.0,0.116,0.119,83.291,240982
Fast Forward,0.637,0.591,1,-6.829,1,0.0617,0.00393,0.0,0.0918,0.371,147.167,157049
"Wheew (feat. Slim Dunkin, BC & Lil Capp)",0.713,0.692,9,-5.672,1,0.121,0.0849,0.0,0.112,0.329,140.145,220571
Brother's Keeper (feat. Wooh Da Kid),0.702,0.7,2,-4.53,1,0.0437,0.00332,0.000112,0.216,0.3,142.11,180211
Bad Decision (feat. Wooh Da Kid),0.72,0.695,5,-5.313,0,0.0375,0.0171,0.0,0.246,0.389,132.016,260409
Shit Where You Sleep (feat. Ace Hood),0.619,0.9,0,-2.111,1,0.147,0.0355,0.0,0.408,0.449,130.175,158015
Lambo Dis Summer,0.663,0.766,8,-4.745,0,0.0489,0.0124,0.0,0.117,0.499,129.815,242462
Same Shit,0.783,0.695,10,-5.037,0,0.0565,0.0131,5.67e-06,0.14,0.367,140.026,327158
Anything But Broke (feat. French Montana & Frenchie),0.845,0.625,7,-7.958,1,0.291,0.024,0.0,0.0964,0.792,120.912,251405
Real Recognize Real,0.704,0.883,10,-3.007,0,0.0766,0.0306,0.0,0.131,0.524,129.988,191332
Let's Go (feat. Slim Dunkin),0.755,0.809,9,-7.374,1,0.26,0.179,0.0,0.281,0.78,78.999,209868
Clap,0.881,0.54,2,-8.265,1,0.474,0.124,0.0,0.107,0.452,139.946,192784
Watch My Power Spread (feat. Wooh Da Kid),0.745,0.508,8,-7.46,0,0.294,0.23,0.0,0.141,0.409,139.948,261930
Ferrari Boyz (feat. Gucci Mane),0.837,0.577,8,-9.385,1,0.0669,0.013,0.0,0.251,0.208,128.992,250410
Cooking Up 1000 Grams,0.559,0.758,7,-8.352,0,0.453,0.244,0.0,0.374,0.603,139.679,202162
All I Need,0.708,0.472,7,-8.872,1,0.129,0.0244,0.0,0.891,0.627,85.009,205871
Pole (feat. YG Hootie & Slim Dunkin),0.661,0.458,8,-9.718,1,0.293,0.14,0.0,0.139,0.759,70.018,215144
Rap Game Stressful,0.665,0.7,1,-5.423,1,0.0354,0.228,0.0,0.167,0.254,119.985,211513
My Momma Told Me (feat. Wooh Da Kid & Nino Cahootz),0.794,0.748,4,-6.739,1,0.386,0.0113,0.0,0.33,0.764,129.975,271621
Robot Rapper (feat. Kebo Gotti & Bo Deal),0.669,0.467,3,-11.724,0,0.367,0.137,0.0,0.171,0.556,70.465,292911
Damn,0.585,0.603,2,-8.859,1,0.388,0.156,0.0,0.272,0.657,69.841,199210
Bringing Gangsta Back,0.578,0.716,11,-8.433,1,0.0773,0.557,0.0,0.144,0.522,139.875,174707
Fucked Up (feat. Gucci Mane & Cartel MGM),0.746,0.525,11,-6.532,1,0.336,0.0473,0.0,0.365,0.38,139.974,236852
12 (feat. YG Hootie),0.717,0.448,11,-12.546,0,0.227,0.0669,0.0,0.0648,0.525,141.972,233378
More (feat. B Smeezy),0.732,0.58,6,-8.722,0,0.0567,0.0229,0.0,0.317,0.115,140.053,193724
"This Is Bricksquad (feat. YG Hootie, Frenchie, Wooh Da Kid, Ice Burgandy & P Smurf)",0.721,0.726,7,-10.178,1,0.373,0.0352,0.0,0.291,0.622,139.992,320758
Tag Team (feat. Gucci Mane),0.45,0.821,1,-6.86,1,0.418,0.0238,0.0,0.455,0.496,178.147,135732
Bill Russell,0.72,0.411,4,-14.292,0,0.0657,0.447,0.0,0.411,0.317,130.001,192601
Head First,0.787,0.654,1,-6.758,0,0.339,0.532,0.0,0.295,0.603,151.054,315977
Wats Banging (feat. Tay Beatz & Gorilla Zoe),0.778,0.509,8,-6.485,1,0.111,0.0255,0.0,0.311,0.256,138.091,285910
What I Do (feat. Gucci Mane & OJ Da Juiceman),0.804,0.537,8,-7.076,1,0.232,0.0197,0.0,0.263,0.196,139.95,207256
Lil Debbie,0.782,0.557,0,-8.952,0,0.21,0.226,0.0,0.0703,0.425,140.054,167993
Coppin The Best (feat. Jarvis),0.567,0.816,1,-4.275,1,0.0425,0.000178,0.0,0.177,0.329,148.093,293799
Salute Me Or Shoot Me (Intro) (feat. Gucci Mane),0.6,0.806,1,-1.403,1,0.239,0.247,0.0,0.173,0.427,148.363,142838
We On The Way (feat. Tay Beatz),0.69,0.86,7,-2.957,1,0.141,0.0143,0.0,0.437,0.518,125.017,201012
Southside,0.724,0.75,5,-2.381,0,0.128,0.0242,0.0,0.555,0.515,132.28,233221
Waka Flocka Flame,0.7,0.625,11,-4.404,0,0.0636,0.182,0.0,0.565,0.265,137.042,247824
O Let's Do It,0.542,0.541,11,-4.041,0,0.463,0.0035,0.0,0.26,0.241,86.495,246465
Iced Out (feat. Soulja Boy),0.778,0.718,4,-4.19,0,0.193,0.0789,0.0,0.117,0.659,148.021,223269
Su Woo,0.577,0.67,1,-6.0,1,0.0382,0.0283,0.0,0.193,0.149,139.927,246805
Check In,0.569,0.421,0,-8.795,1,0.328,0.683,0.0,0.717,0.777,151.343,70896
No Jumper,0.78,0.443,4,-11.233,0,0.271,0.378,0.0,0.143,0.469,139.914,192313
U Just Like My Swagg,0.735,0.751,1,-4.473,1,0.292,0.29,0.0,0.157,0.869,72.521,172016
I Work (feat. Frenchie),0.744,0.814,0,-1.758,1,0.165,0.0157,1.11e-06,0.128,0.411,141.048,238838
Rock Hop (feat. Wooh Da Kid),0.78,0.695,10,-7.826,0,0.396,0.0965,0.0,0.602,0.722,151.971,253440
Hobby (feat. Boss G & Tay Don),0.461,0.793,10,-3.362,0,0.369,0.0381,0.0,0.317,0.516,149.917,244976
No Hands (feat. Gucci Mane & Lil Boosie),0.633,0.662,9,-5.09,1,0.0409,0.00412,0.0,0.352,0.28,138.336,242024
Stupid,0.811,0.681,1,-4.135,1,0.189,0.102,0.0,0.284,0.396,161.987,213838
Dreads N' Gold,0.7,0.98,4,-1.21,0,0.282,0.00198,0.0,0.154,0.891,150.06,182256
So Icey Boys,0.818,0.577,2,-3.465,1,0.136,0.0478,0.0,0.751,0.516,141.943,95138
We On The Way,0.649,0.838,2,-5.304,1,0.135,0.0724,0.0,0.637,0.619,125.845,216189
I'm Not A Rapper,0.629,0.428,6,-7.205,0,0.423,0.54,0.0,0.662,0.963,79.013,16405
U A Lame (feat. Wooh Da Kid),0.681,0.952,8,-2.294,1,0.253,0.0376,0.0823,0.35,0.624,154.819,270994
Grinch,0.731,0.723,4,-8.33,0,0.336,0.00996,2.37e-06,0.213,0.611,149.987,182544
Guess Again,0.536,0.588,1,-6.42,1,0.316,0.0838,0.0,0.68,0.437,114.323,197982
Whip Game,0.737,0.737,8,-5.471,0,0.247,0.117,0.0,0.394,0.647,142.629,211670
I'm Sorry,0.71,0.473,7,-8.872,1,0.127,0.0248,0.0,0.896,0.63,85.064,205871
Dem Skrapz (feat. Future),0.729,0.766,1,-5.264,1,0.0629,0.0212,0.0,0.193,0.278,136.544,183719
On Everything (feat. Yo Gotti),0.659,0.745,9,-5.101,1,0.23,0.0273,0.0,0.114,0.608,134.602,209633
Go Crazy (feat. Machine Gun Kelly),0.702,0.851,9,-5.95,0,0.109,0.0684,0.0,0.735,0.612,131.63,203024
OVA (feat. Offset & Ca$h Out),0.772,0.484,11,-10.103,1,0.114,0.121,0.0,0.179,0.334,135.956,269427
Rotation (feat. Future),0.729,0.601,9,-6.904,1,0.178,0.142,0.0,0.396,0.304,131.6,190433
Little Hood (feat. Rico Love),0.608,0.772,1,-6.366,1,0.181,0.0113,0.0,0.403,0.357,92.981,164362
8-0 (feat. Rayven Justice),0.735,0.406,1,-8.091,1,0.183,0.00431,0.0,0.164,0.132,135.381,189362
Slippin,0.798,0.626,10,-6.651,0,0.0719,0.0504,0.0,0.388,0.338,113.476,223922
What I Do (feat. Gucci Mane & OJ Da Juiceman),0.665,0.72,1,-7.319,1,0.237,0.0477,0.0,0.142,0.508,135.705,206916
Jewelry Game,0.739,0.733,1,-5.364,1,0.0608,0.0136,0.0,0.422,0.132,122.515,192261
Ain't No Tellin (feat. Chaz Gotti),0.71,0.918,1,-6.006,1,0.304,0.00642,0.0,0.342,0.433,134.778,158485
Choppas,0.777,0.622,2,-6.939,1,0.206,0.0142,0.0,0.454,0.488,131.5,176640
Rich Nigga Choppas,0.689,0.705,11,-6.945,1,0.304,0.0621,0.0,0.386,0.563,141.621,178730
I C U,0.686,0.892,2,-5.807,1,0.049,0.0072,0.0,0.178,0.45,162.983,150335
Target Practice,0.683,0.73,3,-5.72,0,0.0337,0.000722,0.00082,0.422,0.626,141.731,178704
"Monster (feat. Frenchie, Desi, Joffy & Sony)",0.744,0.901,1,-6.205,1,0.0825,0.124,3.86e-06,0.711,0.814,117.468,224366
Lighters,0.603,0.761,10,-5.816,0,0.108,0.231,0.0,0.257,0.43,101.343,186018
Keep My Name Out Your Mouth (feat. Three 6 Mafia & OJ Da Juiceman),0.877,0.821,2,-5.176,1,0.201,0.0286,0.0,0.34,0.64,141.935,219115
What You Reppin (feat. 1017 Bricksquad),0.661,0.666,6,-5.432,0,0.179,0.383,0.0,0.107,0.548,144.034,259161
All I Know (feat. Cap Dre),0.711,0.628,1,-7.189,1,0.335,0.103,0.0,0.596,0.648,140.033,252108
Blunt Music,0.718,0.874,10,-0.247,0,0.0485,0.113,0.0,0.101,0.664,144.007,228180
Where Dem Gangstas Be,0.832,0.833,9,-1.253,1,0.145,0.0307,0.0,0.307,0.339,135.012,229616
Fell (feat. Gucci Mane & Young Thug),0.773,0.742,4,-4.898,0,0.0594,0.00668,0.0,0.224,0.411,140.026,260081
Wild Boy (feat. Machine Gun Kelley),0.601,0.948,11,-4.217,0,0.113,0.00958,0.0,0.68,0.61,140.007,238733
It's Me,0.709,0.729,10,-9.264,0,0.19,0.385,0.0,0.898,0.484,139.933,251638
Brand New (feat. Gucci Mane & Frenchie),0.0,0.92,11,-12.132,0,0.0,0.022,0.0,0.223,0.0,0.0,11337
"Wheew (feat. Slim Dunkin, BC & Lil Capp)",0.713,0.692,9,-5.672,1,0.121,0.0849,0.0,0.112,0.329,140.145,220571
Brother's Keeper (feat. Wooh Da Kid),0.702,0.7,2,-4.53,1,0.0437,0.00332,0.000112,0.216,0.3,142.11,180211
Bad Decision (feat. Wooh Da Kid),0.72,0.695,5,-5.313,0,0.0375,0.0171,0.0,0.246,0.389,132.016,260409
Shit Where You Sleep (feat. Ace Hood),0.619,0.9,0,-2.111,1,0.147,0.0355,0.0,0.408,0.449,130.175,158015
Lambo Dis Summer,0.663,0.766,8,-4.745,0,0.0489,0.0124,0.0,0.117,0.499,129.815,242462
Same Shit,0.783,0.695,10,-5.037,0,0.0565,0.0131,5.67e-06,0.14,0.367,140.026,327158
Anything But Broke (feat. French Montana & Frenchie),0.845,0.625,7,-7.958,1,0.291,0.024,0.0,0.0964,0.792,120.912,251405
Real Recognize Real,0.704,0.883,10,-3.007,0,0.0766,0.0306,0.0,0.131,0.524,129.988,191332
Let's Go (feat. Slim Dunkin),0.755,0.809,9,-7.374,1,0.26,0.179,0.0,0.281,0.78,78.999,209868
They Be Choosin,0.692,0.627,1,-3.485,0,0.331,0.0475,0.000209,0.123,0.351,148.468,95504
50k (feat. Gucci Mane),0.89,0.465,2,-7.078,1,0.325,0.000237,0.0,0.104,0.177,143.956,216738
Death of Me,0.766,0.532,9,-9.235,1,0.167,0.025,0.0,0.0806,0.186,137.016,239491
J Well,0.747,0.586,1,-9.284,1,0.0522,0.00599,0.0,0.674,0.164,136.966,256340
24 Hours (feat. Sony),0.698,0.674,1,-7.759,1,0.0472,0.00732,0.0,0.133,0.438,142.041,242913
Lock N Load,0.71,0.53,9,-6.198,1,0.158,0.0329,0.0,0.208,0.178,142.968,291030
Tweekin,0.779,0.405,9,-12.098,1,0.137,0.00449,0.0,0.319,0.518,139.971,260075
Turnt (feat. Wale & Roscoe Dash),0.892,0.506,8,-8.753,1,0.219,0.00769,0.0,0.112,0.477,124.946,288575
Randy Savage (feat. B Ceeze & Frenchie),0.774,0.535,10,-7.936,0,0.0752,0.0115,0.0,0.36,0.369,134.064,207830
Where It At,0.768,0.869,0,-3.496,1,0.264,0.0163,0.0,0.136,0.817,137.867,205112
Out The Bag,0.542,0.553,0,-8.945,1,0.074,0.000317,0.0,0.86,0.281,73.006,176718
Solo (feat. Dorrough & Shawty Lo),0.853,0.628,1,-9.489,1,0.0427,0.132,0.00029,0.089,0.323,140.007,258952
I'm A Hater (feat. Tyler The Creator & D-Bo),0.727,0.593,9,-5.05,1,0.0732,0.0687,0.0,0.32,0.329,137.04,283794
Zip Em Up (feat. Wooh Da Kid & D Dash),0.791,0.537,1,-8.238,1,0.286,0.0158,0.0,0.125,0.0933,140.101,276898
Murda (feat. Chief Keef & Bo Deal),0.702,0.779,2,-5.799,1,0.301,0.0351,0.0,0.379,0.641,140.766,198949
Realest Shit I Ever Wrote,0.672,0.628,9,-14.148,0,0.0408,0.0128,0.0,0.0286,0.766,139.971,278779
Keep It Real,0.777,0.711,9,-4.713,1,0.171,0.00622,0.0,0.124,0.579,119.872,236016
"Google Me (feat. Kinto, Cartel MGM & Lil Capp)",0.626,0.538,1,-7.328,1,0.0937,0.189,0.0,0.427,0.272,142.092,244036
"Google Me (feat. Kinto, Cartel MGM & Lil Capp)",0.659,0.626,10,-6.392,1,0.0568,0.0396,0.0,0.536,0.339,140.072,287582
9 On My Waist (feat. Kinto & Lil Capp),0.724,0.512,2,-7.497,1,0.251,0.00544,0.0,0.545,0.536,74.994,167863
Da Block Hot (feat. Cartel MGM & Lil Capp),0.522,0.794,1,-7.023,0,0.0428,3.61e-05,0.0,0.365,0.0759,139.695,246544
Fuck Da Police (feat. Lil Capp),0.698,0.77,11,-6.952,1,0.111,0.000499,0.0,0.328,0.656,140.027,295027
Give It To Me (feat. Cartel MGM & Chaise),0.819,0.856,8,-6.852,0,0.125,0.0475,0.0,0.316,0.907,140.081,212924
Yeah Nigga (feat. Cartel MGM),0.669,0.562,7,-7.647,0,0.0428,3.82e-05,2.95e-05,0.206,0.12,139.057,180715
"Call Waka (feat. Cartel MGM, La Chat & Gucci Mane)",0.649,0.698,1,-9.708,1,0.245,0.000148,0.000219,0.414,0.292,129.916,314932
Everythang Green (feat. Hitsquad Taliban),0.67,0.861,1,-4.136,1,0.217,0.0205,0.0,0.432,0.565,75.007,261486
On My Shit (feat. Soufboi),0.521,0.731,1,-5.439,1,0.162,0.000108,0.0,0.176,0.195,74.865,195239
What Set You Claim (feat. Chaise & Cartel MGM),0.413,0.738,9,-5.471,1,0.0497,6.61e-05,5.67e-06,0.244,0.0662,129.925,236460
Ride Wit My Niggaz (feat. Cartel MGM & Kinto),0.688,0.661,4,-7.117,1,0.249,0.141,0.0,0.603,0.665,139.9,213816
Traffikin (feat. Cartel MGM),0.722,0.671,1,-7.942,1,0.156,0.00154,0.0,0.504,0.887,140.025,180767
Make That Ass Clap,0.624,0.847,9,-4.67,1,0.26,0.334,0.0,0.104,0.904,139.937,266109
Rotation,0.704,0.692,9,-6.035,1,0.181,0.127,0.0,0.368,0.332,130.088,195840
Twistin' Fingers,0.575,0.893,1,-3.889,1,0.221,0.12,0.0,0.333,0.571,141.025,204408
Haterz,0.538,0.818,11,-4.422,1,0.142,0.0254,0.0,0.435,0.491,140.033,285571
Back to the Money,0.417,0.876,9,-5.68,1,0.42,0.128,0.0,0.514,0.427,169.903,248163
Can't Do Golds,0.515,0.806,11,-5.491,1,0.312,0.00153,0.0,0.429,0.671,148.044,198740
My Boys,0.546,0.747,2,-4.63,1,0.0368,0.00601,0.0,0.193,0.3,137.846,282985
What's Happenin',0.664,0.778,10,-3.368,0,0.0688,0.058,0.0,0.247,0.217,135.141,219847
Rich & Flexin',0.528,0.78,10,-4.199,0,0.269,0.208,0.0,0.24,0.658,90.871,201012
Fuck Yo Clique,0.581,0.769,2,-3.486,1,0.125,0.0881,0.0,0.376,0.407,137.059,256522
Don't Let Me,0.745,0.634,0,-5.739,0,0.0403,0.037,0.0,0.334,0.527,112.13,242991
Headshot,0.311,0.791,2,-5.0,1,0.28,0.00984,0.0,0.21,0.604,68.655,198844
Ain't Afraid,0.785,0.854,8,-4.538,1,0.162,0.242,0.0,0.331,0.359,135.927,199993
'Til the Day,0.705,0.637,11,-7.751,0,0.197,0.00375,0.0,0.232,0.616,123.992,213682
Real Nigga,0.729,0.611,9,-4.957,1,0.119,0.0132,0.0,0.535,0.245,141.932,174263
Ferrari Boyz,0.647,0.822,8,-4.742,1,0.0647,0.0191,0.0,0.431,0.408,128.855,253571
15th And The 1st (Feat. YG Hootie),0.764,0.812,11,-5.028,1,0.431,0.0249,0.0,0.117,0.206,139.977,251638
Break Her,0.797,0.952,9,-5.488,1,0.137,0.0186,0.0,0.0806,0.846,130.019,249966
Feed Me (Feat. Frenchie),0.813,0.942,4,-4.334,1,0.264,0.00824,0.0,0.242,0.772,119.965,285780
Mud Musik (Feat. 2 Chainz),0.768,0.793,0,-5.971,1,0.306,0.0245,0.0,0.239,0.524,121.026,285780
In My Business (Feat. Rocko),0.36,0.885,9,-4.312,1,0.393,0.0541,0.0,0.17,0.704,145.007,295314
Young Niggas,0.672,0.914,1,-4.588,1,0.215,0.109,0.0,0.296,0.675,141.018,205949
Suicide Homicide (Feat. Wooh Da Kid),0.822,0.758,9,-5.028,0,0.277,0.157,0.0,0.654,0.838,140.97,227814
I Don't See U (Feat. Ice Burgandy),0.719,0.683,1,-5.348,1,0.151,0.0674,0.0,0.242,0.377,125.949,274625
Stoned,0.66,0.766,1,-4.72,1,0.178,0.132,0.0,0.208,0.398,144.915,240588
She Be Puttin On (Feat. Slim Dunkin),0.753,0.711,9,-10.162,1,0.366,0.0856,0.0,0.0409,0.77,139.995,259918
So Many Things,0.432,0.922,11,-4.898,0,0.5,0.0051,0.0,0.246,0.416,178.954,177398
Too Loyal (Feat. Slim Dunkin),0.807,0.586,1,-6.407,1,0.315,0.197,0.0,0.114,0.578,77.488,228075
What The Hell (Feat. Waka Flocka Flame & Rocko),0.623,0.562,9,-11.615,1,0.122,0.02,0.0,0.235,0.691,150.698,227174
She Be Puttin On,0.842,0.535,9,-8.923,1,0.408,0.0192,0.0,0.0993,0.731,139.994,181682
Ferrari Boyz,0.825,0.731,1,-4.495,1,0.0435,0.0154,0.0,0.199,0.187,128.991,237166
Stoned,0.678,0.501,5,-7.969,0,0.142,0.281,0.0,0.576,0.344,144.95,219402
Young Nigga,0.802,0.608,1,-8.285,1,0.0664,0.112,0.0,0.562,0.688,141.039,167758
Loyal (feat. Richie Wess),0.861,0.389,4,-9.073,0,0.488,0.239,0.0,0.54,0.258,77.55,201221
Call The Squad (feat. Rocko),0.784,0.962,7,-7.707,1,0.244,0.141,0.0,0.593,0.688,152.042,146207
Brick Squad Monopoly (feat. P Smurf),0.809,0.583,2,-7.605,1,0.281,0.134,0.0,0.542,0.796,140.043,181577
Killed the Parking Lot,0.64,0.72,2,-4.643,1,0.0785,0.247,0.0,0.213,0.535,140.029,114155
Lil Debbie,0.719,0.637,2,-7.144,1,0.261,0.306,0.0,0.222,0.772,140.234,85603
Animal,0.674,0.876,1,-3.996,0,0.298,0.345,0.0,0.591,0.966,140.008,133642
Trunk Full,0.517,0.672,8,-5.21,1,0.204,0.0608,0.0,0.166,0.568,148.354,93962
Up My Alley,0.707,0.481,8,-11.754,1,0.184,0.282,0.0,0.353,0.341,76.416,203233
Like Yeah (feat. OJ Da Juiceman),0.82,0.495,8,-8.813,0,0.202,0.132,0.0,0.226,0.648,75.503,163971
Jumpin Out The Gym,0.449,0.666,1,-5.945,0,0.0972,0.00109,0.0,0.38,0.2,134.293,94380
The Worst Way,0.719,0.848,11,-6.526,1,0.209,0.197,0.0,0.708,0.667,142.972,120477
Clap,0.859,0.754,2,-3.712,1,0.186,0.115,0.0,0.224,0.631,139.931,175412
I'm From Da Hood (feat. Young Dro),0.576,0.716,7,-9.696,1,0.121,0.00574,0.0,0.317,0.669,139.889,197146
Recently,0.739,0.483,8,-8.657,1,0.313,0.106,0.0,0.391,0.617,159.101,152294
Contagious (feat. Mannie Fresh),0.835,0.567,1,-10.371,1,0.206,0.0478,0.0,0.106,0.533,153.138,217443
Chasin Money,0.677,0.808,8,-5.682,1,0.0872,0.00437,0.0,0.499,0.659,141.563,106423
Rollin (feat. Gunplay),0.645,0.742,2,-4.688,1,0.209,0.102,0.0,0.306,0.368,143.024,242521
Make It Rain (feat. Yo Gotti),0.882,0.618,1,-7.577,0,0.348,0.204,0.0,0.148,0.617,129.032,119171
Birds of a Feather (feat. Rocko),0.785,0.427,5,-8.182,0,0.204,0.461,0.0,0.118,0.511,140.053,178024
Man of the Year,0.64,0.648,0,-11.222,1,0.229,0.0447,0.0,0.606,0.609,132.444,108434
Showtime,0.671,0.751,0,-8.044,1,0.0857,0.00331,0.0,0.468,0.647,98.417,112170
Whip It Up,0.812,0.402,1,-5.828,1,0.0712,0.157,0.0,0.192,0.043,102.93,80953
Tired of You,0.467,0.373,2,-8.623,1,0.295,0.0396,0.000727,0.33,0.116,163.179,182570
Straight Cash,0.475,0.485,5,-6.595,0,0.087,0.184,0.0,0.573,0.508,162.242,30093
Countin Money,0.778,0.737,1,-6.589,0,0.203,0.119,0.0,0.303,0.842,144.01,80379
D Boy Fresh I Got Em,0.7,0.737,11,-5.175,0,0.168,0.0435,0.0,0.728,0.729,143.036,51383
Birds,0.768,0.733,0,-6.694,1,0.0546,0.123,0.0,0.466,0.471,140.091,87197
She Geeked,0.517,0.641,4,-5.748,0,0.33,0.0259,0.0,0.423,0.739,70.603,99709
Pretty Boy Swag,0.775,0.386,8,-8.101,1,0.36,0.455,0.0,0.443,0.36,122.971,69799
